color,x,y,score
0,0,40.36
1,0,40.36
2,0,40.36
3,0,40.36
4,0,40.36
5,0,40.36
6,0,40.36
7,0,40.36
8,0,42.36
9,0,42.36
10,0,42.36
11,0,42.36
12,0,42.36
13,0,42.36
14,0,42.36
15,0,42.36
16,0,42.15
17,0,42.15
18,0,42.15
19,0,42.15
20,0,42.15
21,0,42.15
22,0,42.15
23,0,42.15
24,0,42.15
25,0,43.15
26,0,43.15
27,0,43.15
28,0,43.15
29,0,44.15
30,0,44.15
31,0,44.15
32,0,45.15
33,0,45.15
34,0,45.15
35,0,45.15
36,0,45.15
37,0,45.15
38,0,45.15
39,0,45.15
40,0,45.15
41,0,45.15
42,0,45.15
43,0,45.15
44,0,45.15
45,0,45.15
46,0,45.15
47,0,45.15
48,0,45.15
49,0,45.15
50,0,45.15
51,0,46.15
52,0,46.15
53,0,46.15
54,0,47.15
55,0,47.15
56,0,46.15
57,0,46.15
58,0,47.15
59,0,47.15
60,0,47.15
61,0,48.15
62,0,48.15
63,0,48.15
64,0,48.15
65,0,48.15
66,0,48.15
67,0,48.15
68,0,48.15
69,0,48.15
70,0,48.15
71,0,48.15
72,0,47.15
73,0,48.15
74,0,48.15
75,0,48.15
76,0,48.15
77,0,49.15
78,0,49.15
79,0,49.15
80,0,48.36
81,0,48.36
82,0,48.36
83,0,48.36
84,0,48.36
85,0,48.36
86,0,48.36
87,0,48.36
88,0,47.36
89,0,46.36
90,0,44.36
91,0,43.36
92,0,42.36
93,0,41.36
94,0,41.36
95,0,41.36
96,0,45.36
97,0,45.36
98,0,45.36
99,0,46.36
100,0,47.36
101,0,47.36
102,0,48.36
103,0,48.36
104,0,50.36
105,0,50.36
106,0,50.36
107,0,51.36
108,0,52.36
109,0,52.36
110,0,52.36
111,0,53.36
112,0,57.36
113,0,58.36
114,0,60.36
115,0,62.36
116,0,63.36
117,0,64.36
118,0,64.36
119,0,64.36
120,0,65.36
121,0,65.36
122,0,65.36
123,0,65.36
124,0,65.36
125,0,65.36
126,0,65.36
127,0,65.36
128,0,65.36
129,0,65.36
130,0,65.36
131,0,65.36
132,0,65.36
133,0,65.36
134,0,65.36
135,0,65.36
136,0,65.36
137,0,65.36
138,0,65.36
139,0,65.36
140,0,65.36
141,0,65.36
142,0,65.36
143,0,65.36
144,0,64.36
145,0,64.36
146,0,65.36
147,0,64.36
148,0,64.36
149,0,63.36
150,0,61.36
151,0,61.36
152,0,57.36
153,0,54.36
154,0,49.36
155,0,45.36
156,0,44.36
157,0,43.36
158,0,42.36
159,0,42.36
160,0,42.15
161,0,42.15
162,0,43.15
163,0,43.15
164,0,43.15
165,0,44.15
166,0,44.15
167,0,44.15
168,0,44.15
169,0,45.15
170,0,46.15
171,0,48.15
172,0,50.15
173,0,51.15
174,0,52.15
175,0,53.15
176,0,53.15
177,0,53.15
178,0,53.15
179,0,53.15
180,0,54.15
181,0,54.15
182,0,54.15
183,0,55.15
184,0,56.15
185,0,56.15
186,0,56.15
187,0,56.15
188,0,56.15
189,0,56.15
190,0,56.15
191,0,56.15
192,0,56.15
193,0,56.15
194,0,56.15
195,0,56.15
196,0,56.15
197,0,56.15
198,0,56.15
199,0,56.15
200,0,57.15
201,0,57.15
202,0,57.15
203,0,57.15
204,0,57.15
205,0,57.15
206,0,57.15
207,0,57.15
208,0,57.15
209,0,58.15
210,0,58.15
211,0,58.15
212,0,58.15
