Hz,dBFS(rms),THD(%),BUZZ(%)
2173.83,-77.56,0.00,0.00
2179.69,-77.35,0.00,0.00
2185.55,-77.21,0.00,0.00
2191.41,-77.06,0.00,0.00
2197.27,-76.85,0.00,0.00
2203.13,-76.71,0.00,0.00
2208.98,-76.61,0.00,0.00
2214.84,-76.47,0.00,0.00
2220.70,-76.33,0.00,0.00
2226.56,-76.20,0.00,0.00
2232.42,-76.06,0.00,0.00
2238.28,-75.89,0.00,0.00
2244.14,-75.80,0.00,0.00
2250.00,-75.69,0.00,0.00
2255.86,-75.58,0.00,0.00
2261.72,-75.48,0.00,0.00
2267.58,-75.36,0.00,0.00
2273.44,-75.34,0.00,0.00
2279.30,-75.33,0.00,0.00
2285.16,-75.33,0.00,0.00
2291.02,-75.34,0.00,0.00
2296.88,-75.31,0.00,0.00
2302.73,-75.40,0.00,0.00
2308.59,-75.60,0.00,0.00
2314.45,-75.75,0.00,0.00
2320.31,-75.96,0.00,0.00
2326.17,-76.15,0.00,0.00
2332.03,-76.37,0.00,0.00
2337.89,-76.62,0.00,0.00
2343.75,-76.83,0.00,0.00
2349.61,-77.14,0.00,0.00
2355.47,-77.33,0.00,0.00
2361.33,-77.48,0.00,0.00
2367.19,-77.57,0.00,0.00
2373.05,-77.66,0.00,0.00
2378.91,-77.72,0.00,0.00
2384.77,-77.59,0.00,0.00
2390.63,-77.50,0.00,0.00
2396.48,-77.15,0.00,0.00
2402.34,-76.91,0.00,0.00
2408.20,-76.87,0.00,0.00
2414.06,-76.63,0.00,0.00
2419.92,-76.38,0.00,0.00
2425.78,-76.16,0.00,0.00
2431.64,-75.99,0.00,0.00
2437.50,-75.76,0.00,0.00
2443.36,-75.60,0.00,0.00
2449.22,-75.48,0.00,0.00
2455.08,-75.41,0.00,0.00
2460.94,-75.38,0.00,0.00
2466.80,-75.37,0.00,0.00
2472.66,-75.40,0.00,0.00
2478.52,-75.43,0.00,0.00
2484.38,-75.48,0.00,0.00
2490.23,-75.60,0.00,0.00
2496.09,-75.74,0.00,0.00
2501.95,-75.86,0.00,0.00
2507.81,-76.05,0.00,0.00
2513.67,-76.22,0.00,0.00
2519.53,-76.39,0.00,0.00
2525.39,-76.58,0.00,0.00
2531.25,-76.75,0.00,0.00
2537.11,-76.95,0.00,0.00
2542.97,-77.16,0.00,0.00
2548.83,-77.33,0.00,0.00
2554.69,-77.47,0.00,0.00
2560.55,-77.59,0.00,0.00
2566.41,-77.74,0.00,0.00
2572.27,-77.81,0.00,0.00
2578.13,-77.90,0.00,0.00
2583.98,-77.95,0.00,0.00
2589.84,-78.05,0.00,0.00
