Hz,dBFS(rms),THD(%),BUZZ(%)
2443.36,-108.77,0.00,0.00
2449.22,-111.49,0.00,0.00
2455.08,-111.48,0.00,0.00
2460.94,-110.96,0.00,0.00
2466.80,-110.88,0.00,0.00
2472.66,-111.01,0.00,0.00
2478.52,-111.08,0.00,0.00
2484.38,-109.77,0.00,0.00
2490.23,-110.50,0.00,0.00
2496.09,-111.25,0.00,0.00
2501.95,-109.54,0.00,0.00
2507.81,-108.35,0.00,0.00
2513.67,-111.10,0.00,0.00
2519.53,-111.80,0.00,0.00
2525.39,-111.79,0.00,0.00
2531.25,-111.51,0.00,0.00
2537.11,-111.67,0.00,0.00
2542.97,-113.17,0.00,0.00
2548.83,-113.31,0.00,0.00
2554.69,-112.32,0.00,0.00
2560.55,-113.06,0.00,0.00
2566.41,-113.88,0.00,0.00
2572.27,-114.03,0.00,0.00
2578.13,-112.36,0.00,0.00
2583.98,-112.09,0.00,0.00
2589.84,-114.15,0.00,0.00
2595.70,-113.55,0.00,0.00
2601.56,-111.13,0.00,0.00
2607.42,-111.90,0.00,0.00
2613.28,-113.21,0.00,0.00
2619.14,-113.36,0.00,0.00
2625.00,-112.52,0.00,0.00
2630.86,-113.18,0.00,0.00
2636.72,-114.10,0.00,0.00
2642.58,-113.52,0.00,0.00
2648.44,-112.21,0.00,0.00
2654.30,-113.32,0.00,0.00
2660.16,-115.44,0.00,0.00
2666.02,-114.55,0.00,0.00
2671.88,-112.47,0.00,0.00
2677.73,-113.30,0.00,0.00
2683.59,-115.13,0.00,0.00
2689.45,-114.08,0.00,0.00
2695.31,-111.02,0.00,0.00
2701.17,-111.27,0.00,0.00
2707.03,-113.00,0.00,0.00
2712.89,-112.90,0.00,0.00
2718.75,-111.24,0.00,0.00
2724.61,-111.02,0.00,0.00
2730.47,-113.02,0.00,0.00
2736.33,-114.09,0.00,0.00
2742.19,-112.90,0.00,0.00
2748.05,-112.27,0.00,0.00
2753.91,-111.91,0.00,0.00
2759.77,-112.27,0.00,0.00
2765.63,-113.24,0.00,0.00
2771.48,-112.44,0.00,0.00
2777.34,-113.70,0.00,0.00
2783.20,-113.77,0.00,0.00
2789.06,-113.00,0.00,0.00
2794.92,-113.18,0.00,0.00
2800.78,-113.92,0.00,0.00
2806.64,-113.93,0.00,0.00
2812.50,-111.49,0.00,0.00
2818.36,-112.09,0.00,0.00
2824.22,-114.34,0.00,0.00
2830.08,-115.26,0.00,0.00
2835.94,-112.98,0.00,0.00
2841.80,-112.44,0.00,0.00
2847.66,-114.50,0.00,0.00
2853.52,-114.88,0.00,0.00
2859.38,-112.60,0.00,0.00
2865.23,-112.08,0.00,0.00
2871.09,-113.93,0.00,0.00
2876.95,-113.12,0.00,0.00
2882.81,-109.41,0.00,0.00
2888.67,-109.43,0.00,0.00
2894.53,-110.84,0.00,0.00
2900.39,-112.98,0.00,0.00
2906.25,-112.20,0.00,0.00
2912.11,-111.86,0.00,0.00
2917.97,-112.79,0.00,0.00
2923.83,-112.34,0.00,0.00
2929.69,-111.17,0.00,0.00
2935.55,-111.63,0.00,0.00
2941.41,-113.69,0.00,0.00
2947.27,-111.40,0.00,0.00
2953.13,-111.25,0.00,0.00
2958.98,-112.32,0.00,0.00
2964.84,-112.87,0.00,0.00
2970.70,-113.12,0.00,0.00
2976.56,-111.76,0.00,0.00
2982.42,-111.50,0.00,0.00
2988.28,-112.73,0.00,0.00
2994.14,-113.04,0.00,0.00
3000.00,-112.17,0.00,0.00
3005.86,-111.49,0.00,0.00
3011.72,-112.41,0.00,0.00
3017.58,-113.47,0.00,0.00
3023.44,-111.80,0.00,0.00
3029.30,-111.24,0.00,0.00
3035.16,-113.46,0.00,0.00
3041.02,-113.03,0.00,0.00
3046.88,-111.87,0.00,0.00
3052.73,-112.28,0.00,0.00
3058.59,-113.25,0.00,0.00
3064.45,-113.06,0.00,0.00
3070.31,-111.00,0.00,0.00
3076.17,-111.55,0.00,0.00
3082.03,-113.83,0.00,0.00
3087.89,-114.30,0.00,0.00
3093.75,-112.27,0.00,0.00
3099.61,-111.44,0.00,0.00
3105.47,-113.83,0.00,0.00
3111.33,-114.14,0.00,0.00
3117.19,-112.59,0.00,0.00
3123.05,-112.57,0.00,0.00
3128.91,-113.20,0.00,0.00
3134.77,-112.54,0.00,0.00
3140.63,-111.11,0.00,0.00
3146.48,-112.30,0.00,0.00
3152.34,-112.91,0.00,0.00
3158.20,-112.92,0.00,0.00
3164.06,-113.38,0.00,0.00
3169.92,-113.67,0.00,0.00
3175.78,-113.04,0.00,0.00
3181.64,-114.01,0.00,0.00
3187.50,-111.63,0.00,0.00
3193.36,-111.14,0.00,0.00
3199.22,-113.89,0.00,0.00
3205.08,-113.93,0.00,0.00
3210.94,-112.48,0.00,0.00
3216.80,-112.74,0.00,0.00
3222.66,-113.81,0.00,0.00
3228.52,-113.80,0.00,0.00
3234.38,-111.83,0.00,0.00
3240.23,-111.95,0.00,0.00
3246.09,-113.67,0.00,0.00
3251.95,-113.96,0.00,0.00
3257.81,-112.34,0.00,0.00
3263.67,-113.42,0.00,0.00
3269.53,-115.20,0.00,0.00
