Hz,dBFS(rms),THD(%),BUZZ(%)
4177.73,-88.12,0.00,0.00
4183.59,-86.87,0.00,0.00
4189.45,-85.90,0.00,0.00
4195.31,-85.85,0.00,0.00
4201.17,-87.44,0.00,0.00
4207.03,-87.31,0.00,0.00
4212.89,-86.11,0.00,0.00
4218.75,-86.82,0.00,0.00
4224.61,-87.30,0.00,0.00
4230.47,-86.92,0.00,0.00
4236.33,-86.94,0.00,0.00
4242.19,-88.21,0.00,0.00
4248.05,-87.32,0.00,0.00
4253.91,-85.47,0.00,0.00
4259.77,-85.87,0.00,0.00
4265.63,-86.84,0.00,0.00
4271.48,-87.82,0.00,0.00
4277.34,-86.92,0.00,0.00
4283.20,-86.81,0.00,0.00
4289.06,-87.14,0.00,0.00
4294.92,-87.54,0.00,0.00
4300.78,-87.78,0.00,0.00
4306.64,-86.69,0.00,0.00
4312.50,-87.20,0.00,0.00
4318.36,-87.89,0.00,0.00
4324.22,-86.75,0.00,0.00
4330.08,-86.78,0.00,0.00
4335.94,-85.92,0.00,0.00
4341.80,-86.51,0.00,0.00
4347.66,-87.14,0.00,0.00
4353.52,-86.78,0.00,0.00
4359.38,-86.58,0.00,0.00
4365.23,-87.00,0.00,0.00
4371.09,-86.05,0.00,0.00
4376.95,-86.47,0.00,0.00
4382.81,-86.73,0.00,0.00
4388.67,-87.64,0.00,0.00
4394.53,-88.38,0.00,0.00
4400.39,-88.16,0.00,0.00
4406.25,-87.34,0.00,0.00
4412.11,-87.20,0.00,0.00
4417.97,-87.30,0.00,0.00
4423.83,-88.68,0.00,0.00
4429.69,-89.19,0.00,0.00
4435.55,-87.48,0.00,0.00
4441.41,-86.15,0.00,0.00
4447.27,-85.94,0.00,0.00
4453.13,-86.50,0.00,0.00
4458.98,-87.04,0.00,0.00
4464.84,-87.23,0.00,0.00
4470.70,-87.15,0.00,0.00
4476.56,-86.97,0.00,0.00
4482.42,-87.43,0.00,0.00
4488.28,-87.47,0.00,0.00
4494.14,-87.64,0.00,0.00
4500.00,-86.83,0.00,0.00
4505.86,-87.09,0.00,0.00
4511.72,-87.38,0.00,0.00
4517.58,-86.76,0.00,0.00
