[SWEEP]
Header=*FR,*THD,*R&B
Unit=dB,%,%

[FR]
Oactaves,12
Harmonic Ranges,,
Range,Start Freq,End Freq,Upper Limit,Lower Limit
Range 1,100,250,-30,-85
Range 2,250,6000,-30,-75
Range 3,6000,6700,-30,-95
Range 4,6700,7400,-30,-110
Range 5,7400,8100,-30,-95
Range 6,8100,9000,-30,-100
Range 7,9000,12500,-40,-90
Range 8,12500,14500,-45,-110
Range 9,14500,15000,-65,-110
Range 10,15000,15500,-70,-110
Hz,dBFS(rms),Upper Limit,Lower Limit
0,-51.95,-30,-85
5.86,-46.64,-30,-85
11.72,-50.5,-30,-85
17.58,-52.32,-30,-85
23.44,-53.64,-30,-85
29.3,-57.42,-30,-85
35.16,-56.55,-30,-85
41.02,-57.82,-30,-85
46.88,-53.93,-30,-85
52.73,-54.53,-30,-85
58.59,-56.59,-30,-85
64.45,-56.95,-30,-85
70.31,-59.6,-30,-85
76.17,-65.15,-30,-85
82.03,-68.48,-30,-85
87.89,-68.57,-30,-85
93.75,-69.14,-30,-85
99.61,-68.04,-30,-85
105.47,-66.2,-30,-85
111.33,-61.77,-30,-85
117.19,-54.81,-30,-85
123.05,-49.62,-30,-85
128.91,-47.62,-30,-85
134.77,-47.26,-30,-85
140.63,-46.25,-30,-85
146.48,-45.65,-30,-85
152.34,-45.15,-30,-85
158.2,-44.8,-30,-85
164.06,-44.46,-30,-85
169.92,-44.24,-30,-85
175.78,-44.29,-30,-85
181.64,-44.47,-30,-85
187.5,-44.74,-30,-85
193.36,-45.05,-30,-85
199.22,-45.45,-30,-85
205.08,-46,-30,-85
210.94,-46.59,-30,-85
216.8,-47.14,-30,-85
222.66,-47.61,-30,-85
228.52,-47.78,-30,-85
234.38,-47.71,-30,-85
240.23,-47.94,-30,-85
246.09,-48.57,-30,-85
251.95,-49.13,-30,-75
257.81,-49.41,-30,-75
263.67,-49.43,-30,-75
269.53,-49.36,-30,-75
275.39,-49.24,-30,-75
281.25,-49.13,-30,-75
287.11,-49.08,-30,-75
292.97,-49.11,-30,-75
298.83,-49.2,-30,-75
304.69,-49.29,-30,-75
310.55,-49.44,-30,-75
316.41,-49.75,-30,-75
322.27,-50.15,-30,-75
328.13,-50.57,-30,-75
333.98,-51.01,-30,-75
339.84,-51.47,-30,-75
345.7,-51.9,-30,-75
351.56,-52.29,-30,-75
357.42,-52.64,-30,-75
363.28,-52.98,-30,-75
369.14,-53.31,-30,-75
375,-53.57,-30,-75
380.86,-53.8,-30,-75
386.72,-53.93,-30,-75
392.58,-53.96,-30,-75
398.44,-53.88,-30,-75
404.3,-53.76,-30,-75
410.16,-53.62,-30,-75
416.02,-53.47,-30,-75
421.88,-53.35,-30,-75
427.73,-53.2,-30,-75
433.59,-53.04,-30,-75
439.45,-52.88,-30,-75
445.31,-52.69,-30,-75
451.17,-52.46,-30,-75
457.03,-52.23,-30,-75
462.89,-52.03,-30,-75
468.75,-51.88,-30,-75
474.61,-51.71,-30,-75
480.47,-51.47,-30,-75
486.33,-51.22,-30,-75
492.19,-50.96,-30,-75
498.05,-50.67,-30,-75
503.91,-50.39,-30,-75
509.77,-50.13,-30,-75
515.63,-49.85,-30,-75
521.48,-49.59,-30,-75
527.34,-49.32,-30,-75
533.2,-49.04,-30,-75
539.06,-48.76,-30,-75
544.92,-48.44,-30,-75
550.78,-48.13,-30,-75
556.64,-47.83,-30,-75
562.5,-47.6,-30,-75
568.36,-47.39,-30,-75
574.22,-47.17,-30,-75
580.08,-46.95,-30,-75
585.94,-46.73,-30,-75
591.8,-46.53,-30,-75
597.66,-46.35,-30,-75
603.52,-46.2,-30,-75
609.38,-46.07,-30,-75
615.23,-45.98,-30,-75
621.09,-45.92,-30,-75
626.95,-45.87,-30,-75
632.81,-45.84,-30,-75
638.67,-45.82,-30,-75
644.53,-45.83,-30,-75
650.39,-45.86,-30,-75
656.25,-45.91,-30,-75
662.11,-45.96,-30,-75
667.97,-46.03,-30,-75
673.83,-46.08,-30,-75
679.69,-46.13,-30,-75
685.55,-46.17,-30,-75
691.41,-46.18,-30,-75
697.27,-46.17,-30,-75
703.13,-46.14,-30,-75
708.98,-46.1,-30,-75
714.84,-46.04,-30,-75
720.7,-45.98,-30,-75
726.56,-45.9,-30,-75
732.42,-45.8,-30,-75
738.28,-45.67,-30,-75
744.14,-45.52,-30,-75
750,-45.34,-30,-75
755.86,-45.13,-30,-75
761.72,-44.9,-30,-75
767.58,-44.65,-30,-75
773.44,-44.39,-30,-75
779.3,-44.11,-30,-75
785.16,-43.83,-30,-75
791.02,-43.55,-30,-75
796.88,-43.27,-30,-75
802.73,-43.01,-30,-75
808.59,-42.75,-30,-75
814.45,-42.5,-30,-75
820.31,-42.26,-30,-75
826.17,-42.03,-30,-75
832.03,-41.8,-30,-75
837.89,-41.57,-30,-75
843.75,-41.35,-30,-75
849.61,-41.16,-30,-75
855.47,-40.98,-30,-75
861.33,-40.81,-30,-75
